video_id,dataset,split,video_path,gt_label,predicted_label,binary_label,pred_binary,binary_status,anomaly_score,binary_confidence,class_confidence,num_segments,taxonomy_label,taxonomy_note,manual_note
Explosion007_x264,ucf_crime,test,data/ucf_crime/raw_videos/Anomaly-Videos/Explosion/Explosion007_x264.mp4,explosion,explosion,1,1,TP,0.9992097020149231,0.9992097020149231,0.9665767550468445,1018,other,Correct prediction.,"TP: gt=explosion, pred=explosion, anomaly_score=0.999210. Suggested failure type='other'. Correct prediction."
Explosion008_x264,ucf_crime,test,data/ucf_crime/raw_videos/Anomaly-Videos/Explosion/Explosion008_x264.mp4,explosion,explosion,1,1,TP,0.999303936958313,0.999303936958313,0.9241998791694641,109,other,Correct prediction.,"TP: gt=explosion, pred=explosion, anomaly_score=0.999304. Suggested failure type='other'. Correct prediction."
Explosion010_x264,ucf_crime,test,data/ucf_crime/raw_videos/Anomaly-Videos/Explosion/Explosion010_x264.mp4,explosion,normal,1,0,FN,0.4890771806240082,0.5109228193759918,0.5109228193759918,156,similar normal motion,Anomalous action likely resembles learned normal motion pattern.,"FN: gt=explosion, pred=normal, anomaly_score=0.489077. Suggested failure type='similar normal motion'. Anomalous action likely resembles learned normal motion pattern."
Explosion011_x264,ucf_crime,test,data/ucf_crime/raw_videos/Anomaly-Videos/Explosion/Explosion011_x264.mp4,explosion,normal,1,0,FN,0.017379794269800186,0.9826202057301998,0.9826202057301998,98,low light,Very low anomaly confidence on positive sample suggests weak visual saliency / low visibility.,"FN: gt=explosion, pred=normal, anomaly_score=0.017380. Suggested failure type='low light'. Very low anomaly confidence on positive sample suggests weak visual saliency / low visibility."
Explosion013_x264,ucf_crime,test,data/ucf_crime/raw_videos/Anomaly-Videos/Explosion/Explosion013_x264.mp4,explosion,normal,1,1,TP,0.9124243259429932,0.9124243259429932,0.08757567405700684,207,other,Correct prediction.,"TP: gt=explosion, pred=normal, anomaly_score=0.912424. Suggested failure type='other'. Correct prediction."
Explosion016_x264,ucf_crime,test,data/ucf_crime/raw_videos/Anomaly-Videos/Explosion/Explosion016_x264.mp4,explosion,normal,1,0,FN,3.1657547694408095e-09,0.9999999968342452,0.9999999968342452,60,low light,Very low anomaly confidence on positive sample suggests weak visual saliency / low visibility.,"FN: gt=explosion, pred=normal, anomaly_score=0.000000. Suggested failure type='low light'. Very low anomaly confidence on positive sample suggests weak visual saliency / low visibility."
Explosion017_x264,ucf_crime,test,data/ucf_crime/raw_videos/Anomaly-Videos/Explosion/Explosion017_x264.mp4,explosion,fighting,1,1,TP,0.9961203932762146,0.9961203932762146,0.9276279807090759,102,other,Correct prediction.,"TP: gt=explosion, pred=fighting, anomaly_score=0.996120. Suggested failure type='other'. Correct prediction."
Explosion020_x264,ucf_crime,test,data/ucf_crime/raw_videos/Anomaly-Videos/Explosion/Explosion020_x264.mp4,explosion,fighting,1,1,TP,0.9998105764389038,0.9998105764389038,0.9121500849723816,80,other,Correct prediction.,"TP: gt=explosion, pred=fighting, anomaly_score=0.999811. Suggested failure type='other'. Correct prediction."
Explosion021_x264,ucf_crime,test,data/ucf_crime/raw_videos/Anomaly-Videos/Explosion/Explosion021_x264.mp4,explosion,explosion,1,1,TP,0.9999770522117615,0.9999770522117615,0.772738516330719,48,other,Correct prediction.,"TP: gt=explosion, pred=explosion, anomaly_score=0.999977. Suggested failure type='other'. Correct prediction."
Explosion022_x264,ucf_crime,test,data/ucf_crime/raw_videos/Anomaly-Videos/Explosion/Explosion022_x264.mp4,explosion,explosion,1,1,TP,0.9541544914245605,0.9541544914245605,0.7625938057899475,224,other,Correct prediction.,"TP: gt=explosion, pred=explosion, anomaly_score=0.954154. Suggested failure type='other'. Correct prediction."
Explosion025_x264,ucf_crime,test,data/ucf_crime/raw_videos/Anomaly-Videos/Explosion/Explosion025_x264.mp4,explosion,normal,1,0,FN,0.23120731115341187,0.7687926888465881,0.7687926888465881,31,similar normal motion,Anomalous action likely resembles learned normal motion pattern.,"FN: gt=explosion, pred=normal, anomaly_score=0.231207. Suggested failure type='similar normal motion'. Anomalous action likely resembles learned normal motion pattern."
Explosion027_x264,ucf_crime,test,data/ucf_crime/raw_videos/Anomaly-Videos/Explosion/Explosion027_x264.mp4,explosion,normal,1,1,TP,0.9998712539672852,0.9998712539672852,0.00012874603271484375,48,other,Correct prediction.,"TP: gt=explosion, pred=normal, anomaly_score=0.999871. Suggested failure type='other'. Correct prediction."
Explosion028_x264,ucf_crime,test,data/ucf_crime/raw_videos/Anomaly-Videos/Explosion/Explosion028_x264.mp4,explosion,normal,1,1,TP,0.5534952878952026,0.5534952878952026,0.44650471210479736,106,other,Correct prediction.,"TP: gt=explosion, pred=normal, anomaly_score=0.553495. Suggested failure type='other'. Correct prediction."
Explosion029_x264,ucf_crime,test,data/ucf_crime/raw_videos/Anomaly-Videos/Explosion/Explosion029_x264.mp4,explosion,normal,1,1,TP,0.8773012757301331,0.8773012757301331,0.12269872426986694,150,other,Correct prediction.,"TP: gt=explosion, pred=normal, anomaly_score=0.877301. Suggested failure type='other'. Correct prediction."
Explosion033_x264,ucf_crime,test,data/ucf_crime/raw_videos/Anomaly-Videos/Explosion/Explosion033_x264.mp4,explosion,explosion,1,1,TP,0.7939271330833435,0.7939271330833435,0.8829271793365479,197,other,Correct prediction.,"TP: gt=explosion, pred=explosion, anomaly_score=0.793927. Suggested failure type='other'. Correct prediction."
Explosion035_x264,ucf_crime,test,data/ucf_crime/raw_videos/Anomaly-Videos/Explosion/Explosion035_x264.mp4,explosion,abuse,1,1,TP,0.9998300075531006,0.9998300075531006,0.9935274124145508,179,other,Correct prediction.,"TP: gt=explosion, pred=abuse, anomaly_score=0.999830. Suggested failure type='other'. Correct prediction."
Explosion036_x264,ucf_crime,test,data/ucf_crime/raw_videos/Anomaly-Videos/Explosion/Explosion036_x264.mp4,explosion,abuse,1,1,TP,0.9999566674232483,0.9999566674232483,0.985440731048584,332,other,Correct prediction.,"TP: gt=explosion, pred=abuse, anomaly_score=0.999957. Suggested failure type='other'. Correct prediction."
Explosion039_x264,ucf_crime,test,data/ucf_crime/raw_videos/Anomaly-Videos/Explosion/Explosion039_x264.mp4,explosion,robbery,1,1,TP,0.9999241828918457,0.9999241828918457,0.6076184511184692,62,other,Correct prediction.,"TP: gt=explosion, pred=robbery, anomaly_score=0.999924. Suggested failure type='other'. Correct prediction."
Explosion043_x264,ucf_crime,test,data/ucf_crime/raw_videos/Anomaly-Videos/Explosion/Explosion043_x264.mp4,explosion,normal,1,1,TP,0.622380793094635,0.622380793094635,0.377619206905365,477,other,Correct prediction.,"TP: gt=explosion, pred=normal, anomaly_score=0.622381. Suggested failure type='other'. Correct prediction."
Robbery048_x264,ucf_crime,test,data/ucf_crime/raw_videos/Anomaly-Videos/Robbery/Robbery048_x264.mp4,robbery,normal,1,1,TP,0.7930243015289307,0.7930243015289307,0.20697569847106934,88,other,Correct prediction.,"TP: gt=robbery, pred=normal, anomaly_score=0.793024. Suggested failure type='other'. Correct prediction."
Robbery050_x264,ucf_crime,test,data/ucf_crime/raw_videos/Anomaly-Videos/Robbery/Robbery050_x264.mp4,robbery,normal,1,0,FN,0.08608945459127426,0.9139105454087257,0.9139105454087257,106,low light,Very low anomaly confidence on positive sample suggests weak visual saliency / low visibility.,"FN: gt=robbery, pred=normal, anomaly_score=0.086089. Suggested failure type='low light'. Very low anomaly confidence on positive sample suggests weak visual saliency / low visibility."
Robbery102_x264,ucf_crime,test,data/ucf_crime/raw_videos/Anomaly-Videos/Robbery/Robbery102_x264.mp4,robbery,normal,1,1,TP,0.6746054887771606,0.6746054887771606,0.32539451122283936,114,other,Correct prediction.,"TP: gt=robbery, pred=normal, anomaly_score=0.674605. Suggested failure type='other'. Correct prediction."
Robbery106_x264,ucf_crime,test,data/ucf_crime/raw_videos/Anomaly-Videos/Robbery/Robbery106_x264.mp4,robbery,normal,1,0,FN,0.5461422801017761,0.4538577198982239,0.4538577198982239,74,similar normal motion,Anomalous action likely resembles learned normal motion pattern.,"FN: gt=robbery, pred=normal, anomaly_score=0.546142. Suggested failure type='similar normal motion'. Anomalous action likely resembles learned normal motion pattern."
Robbery137_x264,ucf_crime,test,data/ucf_crime/raw_videos/Anomaly-Videos/Robbery/Robbery137_x264.mp4,robbery,normal,1,1,TP,0.9144994020462036,0.9144994020462036,0.08550059795379639,137,other,Correct prediction.,"TP: gt=robbery, pred=normal, anomaly_score=0.914499. Suggested failure type='other'. Correct prediction."
Abuse028_x264,ucf_crime,test,data/ucf_crime/raw_videos/Anomaly-Videos/Abuse/Abuse028_x264.mp4,abuse,normal,1,0,FN,1.1185552040160474e-07,0.9999998881444796,0.9999998881444796,88,low light,Very low anomaly confidence on positive sample suggests weak visual saliency / low visibility.,"FN: gt=abuse, pred=normal, anomaly_score=0.000000. Suggested failure type='low light'. Very low anomaly confidence on positive sample suggests weak visual saliency / low visibility."
Abuse030_x264,ucf_crime,test,data/ucf_crime/raw_videos/Anomaly-Videos/Abuse/Abuse030_x264.mp4,abuse,normal,1,0,FN,0.15821613371372223,0.8417838662862778,0.8417838662862778,96,low light,Very low anomaly confidence on positive sample suggests weak visual saliency / low visibility.,"FN: gt=abuse, pred=normal, anomaly_score=0.158216. Suggested failure type='low light'. Very low anomaly confidence on positive sample suggests weak visual saliency / low visibility."
Normal_Videos_003_x264,ucf_crime,test,data/ucf_crime/raw_videos/Testing_Normal_Videos_Anomaly/Normal_Videos_003_x264.mp4,normal,normal,0,0,TN,3.0030406605874305e-07,0.9999996996959339,0.9999996996959339,176,other,Correct prediction.,"TN: gt=normal, pred=normal, anomaly_score=0.000000. Suggested failure type='other'. Correct prediction."
Normal_Videos_006_x264,ucf_crime,test,data/ucf_crime/raw_videos/Testing_Normal_Videos_Anomaly/Normal_Videos_006_x264.mp4,normal,normal,0,0,TN,9.362204345109149e-10,0.9999999990637796,0.9999999990637796,28,other,Correct prediction.,"TN: gt=normal, pred=normal, anomaly_score=0.000000. Suggested failure type='other'. Correct prediction."
Normal_Videos_010_x264,ucf_crime,test,data/ucf_crime/raw_videos/Testing_Normal_Videos_Anomaly/Normal_Videos_010_x264.mp4,normal,normal,0,0,TN,0.002038156846538186,0.9979618431534618,0.9979618431534618,65,other,Correct prediction.,"TN: gt=normal, pred=normal, anomaly_score=0.002038. Suggested failure type='other'. Correct prediction."
Normal_Videos_014_x264,ucf_crime,test,data/ucf_crime/raw_videos/Testing_Normal_Videos_Anomaly/Normal_Videos_014_x264.mp4,normal,normal,0,0,TN,0.38454389572143555,0.6154561042785645,0.6154561042785645,93,other,Correct prediction.,"TN: gt=normal, pred=normal, anomaly_score=0.384544. Suggested failure type='other'. Correct prediction."
Normal_Videos_015_x264,ucf_crime,test,data/ucf_crime/raw_videos/Normal_Videos_for_Event_Recognition/Normal_Videos_015_x264.mp4,normal,normal,0,0,TN,1.9414876373247125e-09,0.9999999980585124,0.9999999980585124,30,other,Correct prediction.,"TN: gt=normal, pred=normal, anomaly_score=0.000000. Suggested failure type='other'. Correct prediction."
Normal_Videos_018_x264,ucf_crime,test,data/ucf_crime/raw_videos/Testing_Normal_Videos_Anomaly/Normal_Videos_018_x264.mp4,normal,normal,0,0,TN,4.01148554374231e-06,0.9999959885144563,0.9999959885144563,73,other,Correct prediction.,"TN: gt=normal, pred=normal, anomaly_score=0.000004. Suggested failure type='other'. Correct prediction."
Normal_Videos_019_x264,ucf_crime,test,data/ucf_crime/raw_videos/Testing_Normal_Videos_Anomaly/Normal_Videos_019_x264.mp4,normal,normal,0,0,TN,1.232370095749502e-06,0.9999987676299043,0.9999987676299043,177,other,Correct prediction.,"TN: gt=normal, pred=normal, anomaly_score=0.000001. Suggested failure type='other'. Correct prediction."
Normal_Videos_024_x264,ucf_crime,test,data/ucf_crime/raw_videos/Testing_Normal_Videos_Anomaly/Normal_Videos_024_x264.mp4,normal,normal,0,0,TN,3.448680507833757e-10,0.999999999655132,0.999999999655132,67,other,Correct prediction.,"TN: gt=normal, pred=normal, anomaly_score=0.000000. Suggested failure type='other'. Correct prediction."
Normal_Videos_025_x264,ucf_crime,test,data/ucf_crime/raw_videos/Testing_Normal_Videos_Anomaly/Normal_Videos_025_x264.mp4,normal,normal,0,0,TN,4.175637960401879e-11,0.9999999999582436,0.9999999999582436,37,other,Correct prediction.,"TN: gt=normal, pred=normal, anomaly_score=0.000000. Suggested failure type='other'. Correct prediction."
Normal_Videos_027_x264,ucf_crime,test,data/ucf_crime/raw_videos/Testing_Normal_Videos_Anomaly/Normal_Videos_027_x264.mp4,normal,normal,0,0,TN,0.030459146946668625,0.9695408530533314,0.9695408530533314,307,other,Correct prediction.,"TN: gt=normal, pred=normal, anomaly_score=0.030459. Suggested failure type='other'. Correct prediction."
Normal_Videos_033_x264,ucf_crime,test,data/ucf_crime/raw_videos/Testing_Normal_Videos_Anomaly/Normal_Videos_033_x264.mp4,normal,normal,0,0,TN,0.00011124845332233235,0.9998887515466777,0.9998887515466777,105,other,Correct prediction.,"TN: gt=normal, pred=normal, anomaly_score=0.000111. Suggested failure type='other'. Correct prediction."
Normal_Videos_034_x264,ucf_crime,test,data/ucf_crime/raw_videos/Testing_Normal_Videos_Anomaly/Normal_Videos_034_x264.mp4,normal,normal,0,0,TN,1.3488647709891666e-06,0.999998651135229,0.999998651135229,82,other,Correct prediction.,"TN: gt=normal, pred=normal, anomaly_score=0.000001. Suggested failure type='other'. Correct prediction."
Normal_Videos_041_x264,ucf_crime,test,data/ucf_crime/raw_videos/Testing_Normal_Videos_Anomaly/Normal_Videos_041_x264.mp4,normal,normal,0,0,TN,0.10298581421375275,0.8970141857862473,0.8970141857862473,79,other,Correct prediction.,"TN: gt=normal, pred=normal, anomaly_score=0.102986. Suggested failure type='other'. Correct prediction."
Normal_Videos_042_x264,ucf_crime,test,data/ucf_crime/raw_videos/Testing_Normal_Videos_Anomaly/Normal_Videos_042_x264.mp4,normal,normal,0,0,TN,6.588641809912588e-08,0.9999999341135819,0.9999999341135819,197,other,Correct prediction.,"TN: gt=normal, pred=normal, anomaly_score=0.000000. Suggested failure type='other'. Correct prediction."
Normal_Videos_048_x264,ucf_crime,test,data/ucf_crime/raw_videos/Testing_Normal_Videos_Anomaly/Normal_Videos_048_x264.mp4,normal,normal,0,0,TN,1.4676058412987913e-07,0.9999998532394159,0.9999998532394159,103,other,Correct prediction.,"TN: gt=normal, pred=normal, anomaly_score=0.000000. Suggested failure type='other'. Correct prediction."
Normal_Videos_050_x264,ucf_crime,test,data/ucf_crime/raw_videos/Normal_Videos_for_Event_Recognition/Normal_Videos_050_x264.mp4,normal,normal,0,0,TN,2.410673459962709e-06,0.99999758932654,0.99999758932654,262,other,Correct prediction.,"TN: gt=normal, pred=normal, anomaly_score=0.000002. Suggested failure type='other'. Correct prediction."
Normal_Videos_051_x264,ucf_crime,test,data/ucf_crime/raw_videos/Testing_Normal_Videos_Anomaly/Normal_Videos_051_x264.mp4,normal,normal,0,0,TN,2.615169414355023e-08,0.9999999738483059,0.9999999738483059,147,other,Correct prediction.,"TN: gt=normal, pred=normal, anomaly_score=0.000000. Suggested failure type='other'. Correct prediction."
Normal_Videos_056_x264,ucf_crime,test,data/ucf_crime/raw_videos/Testing_Normal_Videos_Anomaly/Normal_Videos_056_x264.mp4,normal,normal,0,0,TN,2.0626457626349293e-06,0.9999979373542374,0.9999979373542374,98,other,Correct prediction.,"TN: gt=normal, pred=normal, anomaly_score=0.000002. Suggested failure type='other'. Correct prediction."
Normal_Videos_059_x264,ucf_crime,test,data/ucf_crime/raw_videos/Testing_Normal_Videos_Anomaly/Normal_Videos_059_x264.mp4,normal,normal,0,0,TN,0.04500337317585945,0.9549966268241405,0.9549966268241405,114,other,Correct prediction.,"TN: gt=normal, pred=normal, anomaly_score=0.045003. Suggested failure type='other'. Correct prediction."
Normal_Videos_063_x264,ucf_crime,test,data/ucf_crime/raw_videos/Testing_Normal_Videos_Anomaly/Normal_Videos_063_x264.mp4,normal,normal,0,0,TN,0.30835941433906555,0.6916405856609344,0.6916405856609344,22,other,Correct prediction.,"TN: gt=normal, pred=normal, anomaly_score=0.308359. Suggested failure type='other'. Correct prediction."
Normal_Videos_067_x264,ucf_crime,test,data/ucf_crime/raw_videos/Testing_Normal_Videos_Anomaly/Normal_Videos_067_x264.mp4,normal,normal,0,0,TN,2.1958326215099078e-06,0.9999978041673785,0.9999978041673785,66,other,Correct prediction.,"TN: gt=normal, pred=normal, anomaly_score=0.000002. Suggested failure type='other'. Correct prediction."
Normal_Videos_070_x264,ucf_crime,test,data/ucf_crime/raw_videos/Testing_Normal_Videos_Anomaly/Normal_Videos_070_x264.mp4,normal,normal,0,0,TN,1.715880770802869e-09,0.9999999982841192,0.9999999982841192,62,other,Correct prediction.,"TN: gt=normal, pred=normal, anomaly_score=0.000000. Suggested failure type='other'. Correct prediction."
Normal_Videos_100_x264,ucf_crime,test,data/ucf_crime/raw_videos/Normal_Videos_for_Event_Recognition/Normal_Videos_100_x264.mp4,normal,normal,0,0,TN,1.5260164687447286e-08,0.9999999847398353,0.9999999847398353,39,other,Correct prediction.,"TN: gt=normal, pred=normal, anomaly_score=0.000000. Suggested failure type='other'. Correct prediction."
